Timestamp,Version,Similarity,Readability,Grammar Errors,Final Score,Errors
2025-07-02 22:44:44.680212,1,0.6247645616531372,90.95857142857145,0.0,45.91662090744292,
2025-07-02 22:44:44.787829,2,0.6156965494155884,75.50000000000003,0.0,38.18098758459092,
2025-07-06 19:01:56.516219,1,0.6247645616531372,90.95857142857145,0.0,45.91662090744292,
2025-07-06 19:01:56.628205,2,0.6156965494155884,75.50000000000003,0.0,38.18098758459092,
2025-07-06 21:54:44.778537,1,0.6247645616531372,90.95857142857145,0.0,45.91662090744292,
2025-07-06 21:54:44.876680,2,0.6156965494155884,75.50000000000003,0.0,38.18098758459092,
2025-07-07 15:47:28.646548,1,0.6247645616531372,90.95857142857145,0.0,64.1083351931572,
2025-07-07 15:47:28.756548,2,0.6156965494155884,75.50000000000003,0.0,53.280987584590925,
2025-07-07 15:48:13.218062,1,0.6247645616531372,90.95857142857145,0.0,64.1083351931572,
2025-07-07 15:48:13.363975,2,0.6156965494155884,75.50000000000003,0.0,53.280987584590925,
2025-07-07 15:49:04.499417,1,0.6247645616531372,90.95857142857145,0.0,64.1083351931572,
2025-07-07 15:49:04.668999,2,0.6156965494155884,75.50000000000003,0.0,53.280987584590925,
2025-07-10 21:40:11.683777,1,0.6247645616531372,90.95857142857145,0.0,82.42500239120213,
2025-07-10 21:40:11.973595,2,0.6156965494155884,75.50000000000003,0.0,68.50412689447406,
2025-08-29 10:06:40,3,0.0,51.36983957219252,,44.43285561497327,6.0
2025-08-30 19:29:59,5,0.0,29.541,,26.587,0.0
